,차량기지,호선,역명,전철역코드,수송비용,유휴공간,교통량
279,김포차량사업소,9,개화,4101,0.0,,
280,김포차량사업소,9,김포공항,4102,0.08866995073891627,,
281,김포차량사업소,9,공항시장,4103,0.10837438423645324,,
282,김포차량사업소,9,신방화,4104,0.12807881773399019,,
283,김포차량사업소,9,마곡나루,4105,0.15024630541871925,,
284,김포차량사업소,9,양천향교,4106,0.1847290640394089,,
285,김포차량사업소,9,가양,4107,0.21674876847290647,,
286,김포차량사업소,9,증미,4108,0.23399014778325128,,
287,김포차량사업소,9,등촌,4109,0.2586206896551725,,
288,김포차량사업소,9,염창,4110,0.2807881773399015,,
289,김포차량사업소,9,신목동,4111,0.3029556650246306,,
290,김포차량사업소,9,선유도,4112,0.332512315270936,,
291,김포차량사업소,9,당산,4113,0.3571428571428572,,
292,김포차량사업소,9,국회의사당,4114,0.394088669950739,,
293,김포차량사업소,9,여의도,4115,0.416256157635468,,
294,김포차량사업소,9,샛강,4116,0.435960591133005,,
295,김포차량사업소,9,노량진,4117,0.4655172413793104,,
296,김포차량사업소,9,노들,4118,0.4926108374384237,,
297,김포차량사업소,9,흑석,4119,0.519704433497537,,
298,김포차량사업소,9,동작,4120,0.5541871921182268,,
299,김포차량사업소,9,구반포,4121,0.5788177339901479,,
300,김포차량사업소,9,신반포,4122,0.5960591133004927,,
301,김포차량사업소,9,고속터미널,4123,0.6157635467980297,,
302,김포차량사업소,9,사평,4124,0.642857142857143,,
303,김포차량사업소,9,신논현,4125,0.665024630541872,,
304,김포차량사업소,9,언주,4126,0.684729064039409,,0.536091259154454
305,김포차량사업소,9,선정릉,4127,0.706896551724138,,0.536091259154454
306,김포차량사업소,9,삼성중앙,4128,0.726600985221675,,0.536091259154454
307,김포차량사업소,9,봉은사,4129,0.746305418719212,,0.536091259154454
308,김포차량사업소,9,종합운동장,4130,0.7807881773399016,,0.6796041577902294
309,김포차량사업소,9,삼전,4131,0.8152709359605913,,0.6796041577902294
310,김포차량사업소,9,석촌고분,4132,0.8349753694581282,,0.6796041577902294
311,김포차량사업소,9,석촌,4133,0.8596059113300494,,0.6796041577902294
312,김포차량사업소,9,송파나루,4134,0.8793103448275863,,0.6796041577902294
313,김포차량사업소,9,한성백제,4135,0.8990147783251231,,0.6796041577902294
314,김포차량사업소,9,올림픽공원,4136,0.9334975369458127,,0.6796041577902294
315,김포차량사업소,9,둔촌오륜,4137,0.958128078817734,,0.4074586190541267
316,김포차량사업소,9,중앙보훈병원,4138,1.0,,0.4074586190541267
